"","ListenerGroup","mTurkCode","ItemNum","Resp","Timing_Click.Count","Timing_First.Click","Timing_Last.Click","Timing_Page.Submit"
"2222","V3",8815444,"X10","An extremely strong
foreign accent
9","1","0.042","0.042","0.05"
"2282","V3",9335883,"X10","An extremely strong
foreign accent
9","1","0.126","0.126","0.135"
"2342","V3",9983184,"X10","


5","1","0.861","0.861","0.901"
"1143","V3",1682505,"X11","An extremely strong
foreign accent
9","1","1.125","1.125","1.138"
"1203","V3",2950814,"X11","


5","1","21.792","21.792","21.835"
"1263","V3",3800888,"X11","An extremely strong
foreign accent
9","1","0.342","0.342","0.387"
"1323","V3",3805384,"X11","


7","1","0.811","0.811","0.827"
"1383","V3",3906581,"X11","


8","1","0.413","0.413","0.42"
"1443","V3",4068822,"X11","An extremely strong
foreign accent
9","1","0.36","0.36","0.369"
"1503","V3",4073431,"X11","


7","1","0.984","0.984","0.998"
"1563","V3",4341292,"X11","


8","1","0.999","0.999","1.015"
"1623","V3",4534620,"X11","An extremely strong
foreign accent
9","1","0.471","0.471","0.5"
"1683","V3",4542178,"X11","


7","3","0.076","1.777","1.7"
"1743","V3",5693137,"X11","An extremely strong
foreign accent
9","1","0.296","0.296","0.201"
"1803","V3",6374852,"X11","An extremely strong
foreign accent
9","1","0.116","0.116","0.147"
"1863","V3",6546609,"X11","


8","1","0.391","0.391","0.399"
"1923","V3",6956532,"X11","An extremely strong
foreign accent
9","1","1.123","1.123","1.1"
"1983","V3",7505174,"X11","


8","1","0.503","0.503","0.513"
"2043","V3",8081415,"X11","


8","1","1.157","1.157","1.173"
"2103","V3",8317194,"X11","


4","1","3.6","3.6","3.61"
"2163","V3",8584285,"X11","An extremely strong
foreign accent
9","1","0.472","0.472","0.483"
"2223","V3",8815444,"X11","


7","1","3.56","3.56","3.57"
"2283","V3",9335883,"X11","


8","1","0.079","0.079","0.089"
"2343","V3",9983184,"X11","A native English speaker
1","2","10.515","36.811","36.843"
"1144","V3",1682505,"X12","


6","1","0.467","0.467","0.487"
"1204","V3",2950814,"X12","


4","1","1.095","1.095","1.159"
"1264","V3",3800888,"X12","


7","1","0.811","0.811","0.861"
"1324","V3",3805384,"X12","


6","1","0.732","0.732","0.767"
"1384","V3",3906581,"X12","


6","1","0.446","0.446","0.455"
"1444","V3",4068822,"X12","An extremely strong
foreign accent
9","1","0.292","0.292","0.3"
"1504","V3",4073431,"X12","


8","1","1.824","1.824","1.84"
"1564","V3",4341292,"X12","


7","1","0.485","0.485","0.5"
"1624","V3",4534620,"X12","


7","1","0.676","0.676","0.689"
"1684","V3",4542178,"X12","


6","2","0.342","1.812","1.804"
"1744","V3",5693137,"X12","An extremely strong
foreign accent
9","1","0.519","0.519","0.534"
"1804","V3",6374852,"X12","


7","1","0.522","0.522","0.573"
"1864","V3",6546609,"X12","


6","1","0.511","0.511","0.629"
"1924","V3",6956532,"X12","


4","1","1.986","1.986","2.095"
"1984","V3",7505174,"X12","


8","1","0.14","0.14","0.149"
"2044","V3",8081415,"X12","


8","1","0.406","0.406","0.423"
"2104","V3",8317194,"X12","An extremely strong
foreign accent
9","1","0.289","0.289","0.297"
"2164","V3",8584285,"X12","An extremely strong
foreign accent
9","1","0.174","0.174","0.185"
"2224","V3",8815444,"X12","


8","1","4.086","4.086","4.094"
"2284","V3",9335883,"X12","An extremely strong
foreign accent
9","1","0.029","0.029","0.038"
"2344","V3",9983184,"X12","


2","1","0.99","0.99","1.214"
"1145","V3",1682505,"X13","


6","1","0.552","0.552","0.569"
"1205","V3",2950814,"X13","


6","1","1.248","1.248","1.182"
"1265","V3",3800888,"X13","


8","1","0.607","0.607","0.642"
"1325","V3",3805384,"X13","


6","1","0.651","0.651","0.666"
"1385","V3",3906581,"X13","


7","1","0.962","0.962","0.968"
"1445","V3",4068822,"X13","


6","1","0.173","0.173","0.181"
"1505","V3",4073431,"X13","


7","1","1.542","1.542","1.552"
"1565","V3",4341292,"X13","


8","1","0.651","0.651","0.667"
"1625","V3",4534620,"X13","


8","1","0.844","0.844","0.857"
"1685","V3",4542178,"X13","


7","2","0.542","4.187","4.271"
"1745","V3",5693137,"X13","An extremely strong
foreign accent
9","1","1.034","1.034","1.052"
"1805","V3",6374852,"X13","


5","1","1.618","1.618","1.688"
"1865","V3",6546609,"X13","


7","1","0.676","0.676","0.682"
"1925","V3",6956532,"X13","A native English speaker
1","1","0.808","0.808","0.834"
"1985","V3",7505174,"X13","An extremely strong
foreign accent
9","1","0.885","0.885","0.895"
"2045","V3",8081415,"X13","


8","1","0.131","0.131","0.159"
"2105","V3",8317194,"X13","


8","1","0.499","0.499","0.506"
"2165","V3",8584285,"X13","


8","1","0.3","0.3","0.311"
"2225","V3",8815444,"X13","


7","1","0.474","0.474","0.485"
"2285","V3",9335883,"X13","


8","1","0.167","0.167","0.176"
"2345","V3",9983184,"X13","A native English speaker
1","1","0.514","0.514","0.711"
"1146","V3",1682505,"X14","


8","1","0.824","0.824","0.842"
"1206","V3",2950814,"X14","


5","1","1.113","1.113","1.149"
"1266","V3",3800888,"X14","An extremely strong
foreign accent
9","1","0.652","0.652","0.602"
"1326","V3",3805384,"X14","


8","1","1.323","1.323","1.335"
"1386","V3",3906581,"X14","An extremely strong
foreign accent
9","1","0.152","0.152","0.158"
"1446","V3",4068822,"X14","


7","1","1.861","1.861","1.871"
"1506","V3",4073431,"X14","


7","1","1.017","1.017","1.03"
"1566","V3",4341292,"X14","


8","1","0.386","0.386","0.301"
"1626","V3",4534620,"X14","


7","1","0.5","0.5","0.52"
"1686","V3",4542178,"X14","


8","2","0.212","0.946","0.903"
"1746","V3",5693137,"X14","


7","1","5.672","5.672","5.689"
"1806","V3",6374852,"X14","


7","3","1.148","2.888","2.803"
"1866","V3",6546609,"X14","


6","1","0.959","0.959","0.967"
"1926","V3",6956532,"X14","A native English speaker
1","1","0.106","0.106","0.578"
"1986","V3",7505174,"X14","


8","1","0.484","0.484","0.493"
"2046","V3",8081415,"X14","


8","1","0.145","0.145","0.165"
"2106","V3",8317194,"X14","An extremely strong
foreign accent
9","1","0.929","0.929","0.934"
"2166","V3",8584285,"X14","An extremely strong
foreign accent
9","1","0.717","0.717","0.728"
"2226","V3",8815444,"X14","An extremely strong
foreign accent
9","1","0.104","0.104","0.113"
"2286","V3",9335883,"X14","An extremely strong
foreign accent
9","1","0.014","0.014","0.024"
"2346","V3",9983184,"X14","


2","1","1.034","1.034","1.333"
"1147","V3",1682505,"X15","


7","1","5.1","5.1","5.115"
"1207","V3",2950814,"X15","


4","1","1.178","1.178","1.1"
"1267","V3",3800888,"X15","


8","1","0.394","0.394","0.433"
"1327","V3",3805384,"X15","


7","1","4.202","4.202","4.216"
"1387","V3",3906581,"X15","


8","1","0.713","0.713","0.72"
"1447","V3",4068822,"X15","


6","1","0.633","0.633","0.644"
"1507","V3",4073431,"X15","


7","1","0.794","0.794","0.808"
"1567","V3",4341292,"X15","


7","1","1.244","1.244","1.26"
"1627","V3",4534620,"X15","


8","1","0.498","0.498","0.51"
"1687","V3",4542178,"X15","


6","2","0.247","1.481","1.588"
"1747","V3",5693137,"X15","


8","1","1.648","1.648","1.665"
"1807","V3",6374852,"X15","


6","1","3.396","3.396","3.422"
"1867","V3",6546609,"X15","


7","1","0.134","0.134","0.141"
"1927","V3",6956532,"X15","


5","1","0.831","0.831","0.801"
"1987","V3",7505174,"X15","An extremely strong
foreign accent
9","1","0.168","0.168","0.178"
"2047","V3",8081415,"X15","


8","1","0.21","0.21","0.229"
"2107","V3",8317194,"X15","An extremely strong
foreign accent
9","1","0.628","0.628","0.636"
"2167","V3",8584285,"X15","An extremely strong
foreign accent
9","1","0.318","0.318","0.329"
"2227","V3",8815444,"X15","


8","1","1.425","1.425","1.437"
"2287","V3",9335883,"X15","An extremely strong
foreign accent
9","1","0.413","0.413","0.422"
"2347","V3",9983184,"X15","


4","1","0.823","0.823","0.803"
"1148","V3",1682505,"X16","


8","1","2.149","2.149","2.169"
"1208","V3",2950814,"X16","


7","1","6.459","6.459","6.488"
"1268","V3",3800888,"X16","An extremely strong
foreign accent
9","1","0.254","0.254","0.297"
"1328","V3",3805384,"X16","


7","1","0.872","0.872","0.892"
"1388","V3",3906581,"X16","An extremely strong
foreign accent
9","1","0.226","0.226","0.233"
"1448","V3",4068822,"X16","


8","1","0.311","0.311","0.323"
"1508","V3",4073431,"X16","


8","1","0.367","0.367","0.376"
"1568","V3",4341292,"X16","An extremely strong
foreign accent
9","1","0.997","0.997","0.9"
"1628","V3",4534620,"X16","An extremely strong
foreign accent
9","1","0.495","0.495","0.517"
"1688","V3",4542178,"X16","An extremely strong
foreign accent
9","2","0.21","0.828","0.803"
"1748","V3",5693137,"X16","An extremely strong
foreign accent
9","1","0.193","0.193","0.1"
"1808","V3",6374852,"X16","


5","1","0.369","0.369","0.3"
"1868","V3",6546609,"X16","


8","1","0.391","0.391","0.399"
"1928","V3",6956532,"X16","An extremely strong
foreign accent
9","1","0.44","0.44","0.4"
"1988","V3",7505174,"X16","An extremely strong
foreign accent
9","1","0.195","0.195","0.101"
"2048","V3",8081415,"X16","An extremely strong
foreign accent
9","1","1.062","1.062","1.084"
"2108","V3",8317194,"X16","An extremely strong
foreign accent
9","1","0.319","0.319","0.326"
"2168","V3",8584285,"X16","An extremely strong
foreign accent
9","1","0.176","0.176","0.188"
"2228","V3",8815444,"X16","An extremely strong
foreign accent
9","1","0.253","0.253","0.263"
"2288","V3",9335883,"X16","An extremely strong
foreign accent
9","1","0.366","0.366","0.375"
"2348","V3",9983184,"X16","


6","1","0.702","0.702","0.739"
"1149","V3",1682505,"X17","


7","1","0.985","0.985","0.9"
"1209","V3",2950814,"X17","


7","2","0.75","1.564","1.501"
"1269","V3",3800888,"X17","


6","1","0.582","0.582","0.502"
"1329","V3",3805384,"X17","


6","1","1.662","1.662","1.677"
"1389","V3",3906581,"X17","


7","1","0.233","0.233","0.239"
"1449","V3",4068822,"X17","


8","1","0.357","0.357","0.384"
"1509","V3",4073431,"X17","


8","1","0.673","0.673","0.685"
"1569","V3",4341292,"X17","


6","1","0.584","0.584","0.598"
"1629","V3",4534620,"X17","


8","1","0.519","0.519","0.531"
"1689","V3",4542178,"X17","


6","2","0.275","1.143","1.102"
"1749","V3",5693137,"X17","


7","1","0.852","0.852","0.869"
"1809","V3",6374852,"X17","


7","1","0.763","0.763","0.7"
"1869","V3",6546609,"X17","


6","1","0.337","0.337","0.344"
"1929","V3",6956532,"X17","


5","1","0.749","0.749","0.7"
"1989","V3",7505174,"X17","An extremely strong
foreign accent
9","1","0.014","0.014","0.023"
"2049","V3",8081415,"X17","


7","1","1.069","1.069","1.098"
"2109","V3",8317194,"X17","An extremely strong
foreign accent
9","1","0.557","0.557","0.568"
"2169","V3",8584285,"X17","An extremely strong
foreign accent
9","1","0.436","0.436","0.448"
"2229","V3",8815444,"X17","


7","1","1.404","1.404","1.412"
"2289","V3",9335883,"X17","An extremely strong
foreign accent
9","1","0.056","0.056","0.066"
"2349","V3",9983184,"X17","


4","1","0.515","0.515","0.558"
"1150","V3",1682505,"X18","


6","1","1.887","1.887","1.8"
"1210","V3",2950814,"X18","


4","1","0.604","0.604","0.801"
"1270","V3",3800888,"X18","


8","1","0.262","0.262","0.2"
"1330","V3",3805384,"X18","


6","1","1.001","1.001","1.02"
"1390","V3",3906581,"X18","


8","1","0.525","0.525","0.534"
"1450","V3",4068822,"X18","


8","1","0.947","0.947","0.961"
"1510","V3",4073431,"X18","


7","1","2.194","2.194","2.204"
"1570","V3",4341292,"X18","


7","1","1.342","1.342","1.356"
"1630","V3",4534620,"X18","An extremely strong
foreign accent
9","1","0.472","0.472","0.484"
"1690","V3",4542178,"X18","


8","2","0.342","1.577","1.682"
"1750","V3",5693137,"X18","An extremely strong
foreign accent
9","1","0.203","0.203","0.219"
"1810","V3",6374852,"X18","


6","1","0.529","0.529","0.544"
"1870","V3",6546609,"X18","


7","1","0.315","0.315","0.321"
"1930","V3",6956532,"X18","


8","1","1.514","1.514","1.502"
"1990","V3",7505174,"X18","


7","1","0.658","0.658","0.669"
"2050","V3",8081415,"X18","


8","1","0.251","0.251","0.269"
"2110","V3",8317194,"X18","


8","1","0.564","0.564","0.572"
"2170","V3",8584285,"X18","An extremely strong
foreign accent
9","1","0.35","0.35","0.361"
"2230","V3",8815444,"X18","An extremely strong
foreign accent
9","1","2.759","2.759","2.77"
"2290","V3",9335883,"X18","An extremely strong
foreign accent
9","1","0.008","0.008","0.019"
"2350","V3",9983184,"X18","A native English speaker
1","1","0.634","0.634","0.703"
"1151","V3",1682505,"X19","


7","1","1.522","1.522","1.548"
"1211","V3",2950814,"X19","


6","1","0.734","0.734","0.769"
"1271","V3",3800888,"X19","


7","1","0.623","0.623","0.671"
"1331","V3",3805384,"X19","


3","1","7.024","7.024","7.044"
"1391","V3",3906581,"X19","


6","1","0.271","0.271","0.278"
"1451","V3",4068822,"X19","


7","1","0.196","0.196","0.101"
"1511","V3",4073431,"X19","


7","1","0.791","0.791","0.704"
"1571","V3",4341292,"X19","


7","1","0.319","0.319","0.334"
"1631","V3",4534620,"X19","An extremely strong
foreign accent
9","1","0.927","0.927","0.939"
"1691","V3",4542178,"X19","


8","2","0.41","1.663","1.606"
"1751","V3",5693137,"X19","


7","1","0.787","0.787","0.7"
"1811","V3",6374852,"X19","


6","1","3.862","3.862","3.891"
"1871","V3",6546609,"X19","


7","1","0.952","0.952","0.96"
"1931","V3",6956532,"X19","A native English speaker
1","1","0.201","0.201","0.463"
"1991","V3",7505174,"X19","An extremely strong
foreign accent
9","1","0.272","0.272","0.286"
"2051","V3",8081415,"X19","


6","1","0.71","0.71","0.742"
"2111","V3",8317194,"X19","An extremely strong
foreign accent
9","1","0.494","0.494","0.402"
"2171","V3",8584285,"X19","An extremely strong
foreign accent
9","1","0.262","0.262","0.272"
"2231","V3",8815444,"X19","


7","1","0.304","0.304","0.313"
"2291","V3",9335883,"X19","An extremely strong
foreign accent
9","1","0.04","0.04","0.051"
"2351","V3",9983184,"X19","A native English speaker
1","1","0.84","0.84","0.875"
"1152","V3",1682505,"X20","


7","1","0.978","0.978","0.995"
"1212","V3",2950814,"X20","


5","1","0.543","0.543","0.591"
"1272","V3",3800888,"X20","


8","1","0.765","0.765","0.701"
"1332","V3",3805384,"X20","


7","1","0.561","0.561","0.577"
"1392","V3",3906581,"X20","


7","1","2.644","2.644","2.65"
"1452","V3",4068822,"X20","


7","1","0.429","0.429","0.444"
"1512","V3",4073431,"X20","


8","1","0.743","0.743","0.755"
"1572","V3",4341292,"X20","


7","1","0.999","0.999","1.014"
"1632","V3",4534620,"X20","An extremely strong
foreign accent
9","1","0.438","0.438","0.466"
"1692","V3",4542178,"X20","


8","2","0.271","1.223","1.201"
"1752","V3",5693137,"X20","An extremely strong
foreign accent
9","1","2.433","2.433","2.454"
"1812","V3",6374852,"X20","


7","1","1.233","1.233","1.282"
"1872","V3",6546609,"X20","


6","1","0.469","0.469","0.475"
"1932","V3",6956532,"X20","


7","1","1.288","1.288","1.233"
"1992","V3",7505174,"X20","


8","1","0.73","0.73","0.742"
"2052","V3",8081415,"X20","


8","1","0.144","0.144","0.176"
"2112","V3",8317194,"X20","An extremely strong
foreign accent
9","1","0.497","0.497","0.402"
"2172","V3",8584285,"X20","An extremely strong
foreign accent
9","1","1.358","1.358","1.368"
"2232","V3",8815444,"X20","


8","1","0.238","0.238","0.247"
"2292","V3",9335883,"X20","An extremely strong
foreign accent
9","1","0.073","0.073","0.083"
"2352","V3",9983184,"X20","


2","1","0.49","0.49","0.585"
"1153","V3",1682505,"X21","


7","1","1.327","1.327","1.351"
"1213","V3",2950814,"X21","


5","1","0.796","0.796","0.831"
"1273","V3",3800888,"X21","


8","1","0.612","0.612","0.659"
"1333","V3",3805384,"X21","


8","1","1","1","1.015"
"1393","V3",3906581,"X21","An extremely strong
foreign accent
9","1","0.012","0.012","0.018"
"1453","V3",4068822,"X21","An extremely strong
foreign accent
9","1","0.243","0.243","0.252"
"1513","V3",4073431,"X21","


7","2","2.198","2.728","2.737"
"1573","V3",4341292,"X21","


7","1","0.451","0.451","0.468"
"1633","V3",4534620,"X21","


8","1","1.283","1.283","1.201"
"1693","V3",4542178,"X21","


6","3","0.017","1.196","1.293"
"1753","V3",5693137,"X21","An extremely strong
foreign accent
9","1","0.334","0.334","0.351"
"1813","V3",6374852,"X21","


8","1","0.406","0.406","0.448"
"1873","V3",6546609,"X21","


7","1","0.439","0.439","0.448"
"1933","V3",6956532,"X21","


6","1","4.518","4.518","4.502"
"1993","V3",7505174,"X21","


8","1","0.277","0.277","0.289"
"2053","V3",8081415,"X21","


8","1","0.538","0.538","0.561"
"2113","V3",8317194,"X21","An extremely strong
foreign accent
9","1","0.522","0.522","0.53"
"2173","V3",8584285,"X21","An extremely strong
foreign accent
9","1","0.208","0.208","0.22"
"2233","V3",8815444,"X21","


8","1","4.167","4.167","4.176"
"2293","V3",9335883,"X21","An extremely strong
foreign accent
9","1","0.96","0.96","0.97"
"2353","V3",9983184,"X21","


2","1","0.372","0.372","0.415"
"1154","V3",1682505,"X22","


5","1","0.638","0.638","0.655"
"1214","V3",2950814,"X22","


6","1","1.021","1.021","1.083"
"1274","V3",3800888,"X22","


3","1","0.428","0.428","0.476"
"1334","V3",3805384,"X22","


6","1","0.906","0.906","0.942"
"1394","V3",3906581,"X22","A native English speaker
1","1","3.98","3.98","3.986"
"1454","V3",4068822,"X22","


4","1","0.41","0.41","0.42"
"1514","V3",4073431,"X22","


6","1","0.764","0.764","0.773"
"1574","V3",4341292,"X22","


5","1","0.483","0.483","0.498"
"1634","V3",4534620,"X22","


5","1","0.623","0.623","0.646"
"1694","V3",4542178,"X22","


4","2","0.381","2.085","2.192"
"1754","V3",5693137,"X22","


4","1","1.637","1.637","1.657"
"1814","V3",6374852,"X22","


5","1","1.357","1.357","1.393"
"1874","V3",6546609,"X22","


4","1","0.433","0.433","0.439"
"1934","V3",6956532,"X22","A native English speaker
1","1","0.056","0.056","0.351"
"1994","V3",7505174,"X22","


6","1","0.48","0.48","0.491"
"2054","V3",8081415,"X22","


4","1","1.543","1.543","1.579"
"2114","V3",8317194,"X22","A native English speaker
1","1","0.522","0.522","0.53"
"2174","V3",8584285,"X22","An extremely strong
foreign accent
9","1","0.664","0.664","0.674"
"2234","V3",8815444,"X22","


4","1","2.908","2.908","2.917"
"2294","V3",9335883,"X22","


8","1","0.144","0.144","0.152"
"2354","V3",9983184,"X22","


2","1","1.059","1.059","1.005"
"1155","V3",1682505,"X23","


6","1","1.443","1.443","1.463"
"1215","V3",2950814,"X23","An extremely strong
foreign accent
9","1","0.581","0.581","0.501"
"1275","V3",3800888,"X23","


4","1","0.834","0.834","0.874"
"1335","V3",3805384,"X23","


3","1","1.439","1.439","1.455"
"1395","V3",3906581,"X23","


2","1","0.293","0.293","0.299"
"1455","V3",4068822,"X23","


4","1","0.483","0.483","0.5"
"1515","V3",4073431,"X23","


6","1","1.956","1.956","1.968"
"1575","V3",4341292,"X23","


7","1","1.569","1.569","1.586"
"1635","V3",4534620,"X23","


7","1","0.445","0.445","0.475"
"1695","V3",4542178,"X23","


6","3","0.162","0.995","1.09"
"1755","V3",5693137,"X23","


6","1","2.146","2.146","2.161"
"1815","V3",6374852,"X23","A native English speaker
1","1","0.106","0.106","0.131"
"1875","V3",6546609,"X23","


6","1","0.412","0.412","0.419"
"1935","V3",6956532,"X23","A native English speaker
1","1","0.231","0.231","0.203"
"1995","V3",7505174,"X23","An extremely strong
foreign accent
9","1","0.084","0.084","0.095"
"2055","V3",8081415,"X23","


3","1","8.841","8.841","8.859"
"2115","V3",8317194,"X23","


7","1","0.661","0.661","0.671"
"2175","V3",8584285,"X23","


8","1","0.353","0.353","0.365"
"2235","V3",8815444,"X23","


4","1","1.261","1.261","1.271"
"2295","V3",9335883,"X23","


6","1","0.366","0.366","0.376"
"2355","V3",9983184,"X23","


2","1","1.114","1.114","1.141"
"1156","V3",1682505,"X24","


6","1","1.235","1.235","1.253"
"1216","V3",2950814,"X24","


5","1","6.891","6.891","7.028"
"1276","V3",3800888,"X24","


7","1","0.511","0.511","0.558"
"1336","V3",3805384,"X24","


2","1","0.698","0.698","0.713"
"1396","V3",3906581,"X24","


5","1","0.425","0.425","0.432"
"1456","V3",4068822,"X24","


7","1","0.287","0.287","0.296"
"1516","V3",4073431,"X24","


5","1","1.151","1.151","1.162"
"1576","V3",4341292,"X24","


4","1","0.571","0.571","0.586"
"1636","V3",4534620,"X24","


7","1","0.593","0.593","0.623"
"1696","V3",4542178,"X24","


5","2","0.363","1.165","1.102"
"1756","V3",5693137,"X24","


3","1","0.585","0.585","0.6"
"1816","V3",6374852,"X24","


4","1","0.348","0.348","0.376"
"1876","V3",6546609,"X24","


4","1","0.23","0.23","0.237"
"1936","V3",6956532,"X24","A native English speaker
1","1","0.467","0.467","0.4"
"1996","V3",7505174,"X24","


7","1","0.255","0.255","0.263"
"2056","V3",8081415,"X24","


4","1","1.897","1.897","1.923"
"2116","V3",8317194,"X24","A native English speaker
1","1","0.452","0.452","0.462"
"2176","V3",8584285,"X24","


7","1","0.731","0.731","0.742"
"2236","V3",8815444,"X24","


7","1","0.496","0.496","0.402"
"2296","V3",9335883,"X24","


7","1","0.719","0.719","0.728"
"2356","V3",9983184,"X24","A native English speaker
1","1","0.301","0.301","0.44"
"1157","V3",1682505,"X25","


4","1","0.969","0.969","0.987"
"1217","V3",2950814,"X25","


6","1","0.906","0.906","0.945"
"1277","V3",3800888,"X25","


3","3","0.13","1.855","1.801"
"1337","V3",3805384,"X25","


3","1","0.934","0.934","0.956"
"1397","V3",3906581,"X25","A native English speaker
1","1","0.799","0.799","0.805"
"1457","V3",4068822,"X25","


5","1","0.34","0.34","0.357"
"1517","V3",4073431,"X25","


5","1","0.689","0.689","0.7"
"1577","V3",4341292,"X25","


6","1","0.558","0.558","0.573"
"1637","V3",4534620,"X25","


3","1","0.566","0.566","0.586"
"1697","V3",4542178,"X25","


4","1","0.293","0.293","0.391"
"1757","V3",5693137,"X25","


6","1","0.898","0.898","0.916"
"1817","V3",6374852,"X25","


7","1","0.717","0.717","0.764"
"1877","V3",6546609,"X25","


5","1","0.888","0.888","0.894"
"1937","V3",6956532,"X25","A native English speaker
1","1","0.927","0.927","0.903"
"1997","V3",7505174,"X25","


7","1","0.312","0.312","0.32"
"2057","V3",8081415,"X25","


3","1","0.731","0.731","0.748"
"2117","V3",8317194,"X25","


2","1","0.654","0.654","0.662"
"2177","V3",8584285,"X25","


7","1","0.881","0.881","0.893"
"2237","V3",8815444,"X25","


3","1","0.265","0.265","0.274"
"2297","V3",9335883,"X25","


7","1","0.702","0.702","0.711"
"2357","V3",9983184,"X25","


2","1","1.031","1.031","1.067"
"1158","V3",1682505,"X26","


5","1","0.558","0.558","0.576"
"1218","V3",2950814,"X26","


7","1","1.458","1.458","1.401"
"1278","V3",3800888,"X26","


7","1","0.374","0.374","0.301"
"1338","V3",3805384,"X26","


6","1","1.258","1.258","1.273"
"1398","V3",3906581,"X26","


6","1","0.351","0.351","0.358"
"1458","V3",4068822,"X26","


8","1","0.209","0.209","0.216"
"1518","V3",4073431,"X26","


6","1","0.809","0.809","0.827"
"1578","V3",4341292,"X26","


7","1","0.878","0.878","0.894"
"1638","V3",4534620,"X26","


5","1","0.538","0.538","0.567"
"1698","V3",4542178,"X26","


7","2","0.27","1.253","1.214"
"1758","V3",5693137,"X26","


3","1","0.729","0.729","0.75"
"1818","V3",6374852,"X26","


4","1","0.583","0.583","0.5"
"1878","V3",6546609,"X26","


5","1","0.499","0.499","0.505"
"1938","V3",6956532,"X26","A native English speaker
1","1","1.563","1.563","1.503"
"1998","V3",7505174,"X26","


7","1","0.679","0.679","0.691"
"2058","V3",8081415,"X26","


5","1","0.286","0.286","0.317"
"2118","V3",8317194,"X26","


2","1","0.464","0.464","0.473"
"2178","V3",8584285,"X26","An extremely strong
foreign accent
9","1","4.03","4.03","4.042"
"2238","V3",8815444,"X26","


4","1","0.617","0.617","0.626"
"2298","V3",9335883,"X26","


6","1","2.746","2.746","2.757"
"2358","V3",9983184,"X26","A native English speaker
1","1","0.495","0.495","0.502"
"1159","V3",1682505,"X27","


4","1","0.85","0.85","0.88"
"1219","V3",2950814,"X27","


4","1","0.979","0.979","1.01"
"1279","V3",3800888,"X27","


3","1","0.378","0.378","0.3"
"1339","V3",3805384,"X27","A native English speaker
1","1","0.891","0.891","0.923"
"1399","V3",3906581,"X27","


4","1","0.631","0.631","0.638"
"1459","V3",4068822,"X27","


3","1","0.574","0.574","0.582"
"1519","V3",4073431,"X27","


5","1","0.487","0.487","0.497"
"1579","V3",4341292,"X27","


4","1","1.052","1.052","1.065"
"1639","V3",4534620,"X27","


2","1","0.542","0.542","0.556"
"1699","V3",4542178,"X27","


3","1","1.726","1.726","1.706"
"1759","V3",5693137,"X27","


2","1","3.198","3.198","3.216"
"1819","V3",6374852,"X27","A native English speaker
1","1","0.278","0.278","0.201"
"1879","V3",6546609,"X27","


4","1","0.26","0.26","0.267"
"1939","V3",6956532,"X27","A native English speaker
1","1","0.098","0.098","0.21"
"1999","V3",7505174,"X27","A native English speaker
1","1","0.238","0.238","0.248"
"2059","V3",8081415,"X27","


5","1","0.775","0.775","0.85"
"2119","V3",8317194,"X27","A native English speaker
1","1","0.481","0.481","0.488"
"2179","V3",8584285,"X27","


5","1","1.269","1.269","1.279"
"2239","V3",8815444,"X27","


3","1","0.382","0.382","0.389"
"2299","V3",9335883,"X27","


6","1","0.143","0.143","0.151"
"2359","V3",9983184,"X27","A native English speaker
1","1","113.384","113.384","113.352"
"1160","V3",1682505,"X28","


3","1","1.517","1.517","1.533"
"1220","V3",2950814,"X28","


3","1","42.83","42.83","42.877"
"1280","V3",3800888,"X28","


5","1","0.88","0.88","0.801"
"1340","V3",3805384,"X28","A native English speaker
1","1","0.626","0.626","0.643"
"1400","V3",3906581,"X28","


3","1","0.521","0.521","0.527"
"1460","V3",4068822,"X28","A native English speaker
1","1","0.735","0.735","0.745"
"1520","V3",4073431,"X28","


5","1","0.594","0.594","0.603"
"1580","V3",4341292,"X28","


4","1","0.654","0.654","0.668"
"1640","V3",4534620,"X28","


3","1","0.522","0.522","0.534"
"1700","V3",4542178,"X28","


4","1","0.402","0.402","0.494"
"1760","V3",5693137,"X28","


3","1","0.8","0.8","0.922"
"1820","V3",6374852,"X28","


4","1","0.537","0.537","0.574"
"1880","V3",6546609,"X28","


6","1","1.317","1.317","1.324"
"1940","V3",6956532,"X28","A native English speaker
1","1","0.188","0.188","0.265"
"2000","V3",7505174,"X28","


6","1","0.456","0.456","0.468"
"2060","V3",8081415,"X28","A native English speaker
1","1","0.086","0.086","0"
"2120","V3",8317194,"X28","A native English speaker
1","1","0.794","0.794","0.702"
"2180","V3",8584285,"X28","A native English speaker
1","1","0.917","0.917","0.928"
"2240","V3",8815444,"X28","


3","1","0.457","0.457","0.465"
"2300","V3",9335883,"X28","


3","1","1.756","1.756","1.765"
"2360","V3",9983184,"X28","


2","1","19.722","19.722","19.779"
"1161","V3",1682505,"X29","


4","1","0.92","0.92","0.936"
"1221","V3",2950814,"X29","


4","1","0.811","0.811","0.85"
"1281","V3",3800888,"X29","


4","1","0.45","0.45","0.491"
"1341","V3",3805384,"X29","A native English speaker
1","1","0.539","0.539","0.549"
"1401","V3",3906581,"X29","


2","1","0.215","0.215","0.221"
"1461","V3",4068822,"X29","


3","1","0.139","0.139","0.147"
"1521","V3",4073431,"X29","


5","1","0.712","0.712","0.721"
"1581","V3",4341292,"X29","


5","1","0.739","0.739","0.751"
"1641","V3",4534620,"X29","


7","1","0.542","0.542","0.57"
"1701","V3",4542178,"X29","


6","4","0.62","26.053","26.03"
